ID,Plant,Source,Inoc,Rep,g_180317,g_180511,g_180516,g_180523,g_180530,g_180605,harvested_extra,surv_180619,surv_180626,surv_180713,Harvest,blw.wet,blw.sub,abv,blw.dry,newGerm,Notes
215,POSE,BARE,Live,6,0,0,0,0,0,1,,1,1,1,14-Aug-18,,,0.0311,0.1339,,
216,POSE,ARTR,Sterile,6,0,0,0,0,0,0,,1,1,1,14-Aug-18,,,0.0496,0.1053,,
217,POSE,POSE,Sterile,6,0,0,0,0,0,2,1,1,1,1,14-Aug-18,,,0.0825,0.322,,
218,POSE,HECO,Sterile,6,0,0,0,0,0,0,,1,1,1,14-Aug-18,,,0.0558,0.1704,,
219,POSE,PSSP,Sterile,6,0,0,0,0,0,2,1,1,1,1,14-Aug-18,,,0.0574,0.1355,,
220,POSE,BARE,Sterile,6,0,0,0,0,0,4,3,1,1,1,14-Aug-18,,,0.0685,0.2784,,
221,HECO,ARTR,Live,6,0,0,0,0,2,2,1,1,1,1,14-Aug-18,,,0.3754,0.4958,,
222,HECO,POSE,Live,6,0,0,0,0,0,1,,1,1,1,15-Aug-18,,,0.138,0.3739,,
223,HECO,HECO,Live,6,0,0,0,0,0,0,,0,0,0,,,,,,,
224,HECO,PSSP,Live,6,0,0,1,1,1,1,,1,1,1,15-Aug-18,,,0.5336,0.7876,,
225,HECO,BARE,Live,6,0,0,0,0,0,0,,0,0,0,,,,,,,
226,HECO,ARTR,Sterile,6,0,0,0,0,0,0,,0,0,0,15-Aug-18,,,0.0195,0.0357,,
227,HECO,POSE,Sterile,6,0,0,0,0,0,0,,1,1,1,15-Aug-18,,,0.0655,0.1611,,
228,HECO,HECO,Sterile,6,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.3192,0.5038,,
229,HECO,PSSP,Sterile,6,0,0,0,0,0,0,,0,0,1,15-Aug-18,,,0.1146,0.4494,1,180713 new germ?
230,HECO,BARE,Sterile,6,0,0,0,0,0,0,,0,0,0,,,,,,,
231,PSSP,ARTR,Live,6,0,0,0,1,4,4,3,1,1,1,,,,,,,
232,PSSP,POSE,Live,6,0,0,1,2,4,4,3,1,1,1,15-Aug-18,,,0.2957,0.45325,,harvest biomass is the average of 2 indivs in pot at harvest
233,PSSP,HECO,Live,6,0,0,1,2,3,3,2,1,1,1,15-Aug-18,,,0.4195,0.5935,,
234,PSSP,PSSP,Live,6,0,0,1,1,4,3,2,1,1,1,15-Aug-18,,,0.3787,0.4588,,
235,PSSP,BARE,Live,6,0,0,1,2,7,8,7,1,1,1,15-Aug-18,,,0.4279,0.7603,,
236,PSSP,ARTR,Sterile,6,0,0,1,1,5,5,4,1,1,1,15-Aug-18,,,0.2467,0.372,,
237,PSSP,POSE,Sterile,6,0,0,1,3,7,7,6,1,1,1,15-Aug-18,,,0.0573,0.222,,
238,PSSP,HECO,Sterile,6,0,0,1,2,5,5,4,1,1,1,15-Aug-18,,,0.0833,0.131,,
239,PSSP,PSSP,Sterile,6,0,0,2,4,6,6,5,1,1,1,15-Aug-18,,,0.3235,1.1545,,
240,PSSP,BARE,Sterile,6,0,0,0,1,5,5,4,1,1,1,15-Aug-18,,,0.2326,0.4554,,
241,ARTR,ARTR,Live,7,0,0,0,0,0,0,,0,0,0,,,,,,,
242,ARTR,POSE,Live,7,0,1,0,0,2,2,1,1,1,1,15-Aug-18,,,0.0136,0.0108,,
243,ARTR,HECO,Live,7,1,1,1,1,2,2,1,1,1,1,,,,,0.2658,,
244,ARTR,PSSP,Live,7,1,5,1,1,1,1,,1,1,1,15-Aug-18,,,0.1157,0.0998,,
245,ARTR,BARE,Live,7,1,3,0,1,2,2,1,1,1,1,15-Aug-18,,,0.0656,0.1085,,
246,ARTR,ARTR,Sterile,7,2,0,0,0,1,2,1,1,1,1,15-Aug-18,,,0.0247,0.0109,,
247,ARTR,POSE,Sterile,7,1,3,3,3,4,4,3,1,1,1,15-Aug-18,,,0.1006,0.1366,,
248,ARTR,HECO,Sterile,7,0,1,1,2,2,2,1,1,1,1,15-Aug-18,,,0.1372,0.0689,,
249,ARTR,PSSP,Sterile,7,0,2,0,0,0,0,,0,0,0,,,,,,,
250,ARTR,BARE,Sterile,7,0,1,0,0,3,4,3,1,1,1,15-Aug-18,,,0.0538,0.0212,,
251,POSE,ARTR,Live,7,0,0,0,1,6,7,6,1,1,1,15-Aug-18,,,0.0268,0.0652,,
252,POSE,POSE,Live,7,0,1,2,5,6,6,5,1,1,1,15-Aug-18,,,0.0347,0.2092,,
253,POSE,HECO,Live,7,0,0,1,5,6,6,5,1,1,1,15-Aug-18,,,0.0668,0.1146,,
254,POSE,PSSP,Live,7,0,0,0,1,4,5,4,1,1,1,15-Aug-18,,,0.0172,0.0263,,
255,POSE,BARE,Live,7,0,0,0,1,5,5,4,1,1,1,15-Aug-18,,,0.062,0.1412,,
256,POSE,ARTR,Sterile,7,0,0,0,2,5,5,4,1,1,1,31-Jul-18,,,0.0307,0.1418,,
257,POSE,POSE,Sterile,7,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.0021,0.0054,,
258,POSE,HECO,Sterile,7,0,0,0,1,4,5,4,1,1,1,15-Aug-18,,,0.1025,0.3696,,
259,POSE,PSSP,Sterile,7,0,0,0,3,6,6,5,1,1,1,15-Aug-18,,,0.0511,0.1644,,
260,POSE,BARE,Sterile,7,0,0,0,0,1,3,2,1,1,1,15-Aug-18,,,0.0643,0.1455,,
261,HECO,ARTR,Live,7,0,0,0,0,0,1,,1,1,1,15-Aug-18,,,0.1593,0.4018,,
262,HECO,POSE,Live,7,0,0,0,0,0,0,,0,0,0,,,,,,,
263,HECO,HECO,Live,7,0,0,0,0,0,0,,0,0,0,,,,,,,
264,HECO,PSSP,Live,7,0,0,0,1,1,1,,1,1,1,15-Aug-18,,,0.195,0.4223,,
265,HECO,BARE,Live,7,0,0,0,0,0,0,,0,0,0,,,,,,,
266,HECO,ARTR,Sterile,7,0,0,0,0,0,0,,0,0,0,,,,,,,
267,HECO,POSE,Sterile,7,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.1915,0.251,,
268,HECO,HECO,Sterile,7,0,0,0,0,0,0,,0,0,0,,,,,,,
269,HECO,PSSP,Sterile,7,0,0,2,2,3,3,2,1,1,1,15-Aug-18,,,0.3969,0.9169,,
270,HECO,BARE,Sterile,7,0,0,0,0,0,0,,0,0,0,,,,,,,
271,PSSP,ARTR,Live,7,0,0,3,3,3,3,2,1,1,1,15-Aug-18,,,0.1924,0.5128,,
272,PSSP,POSE,Live,7,0,0,2,2,2,2,1,1,1,1,15-Aug-18,,,0.3722,0.5991,,
273,PSSP,HECO,Live,7,0,2,2,3,5,5,4,1,1,1,15-Aug-18,,,0.3417,0.6666,,
274,PSSP,PSSP,Live,7,0,1,3,3,3,3,2,1,1,1,15-Aug-18,,,0.3164,0.5363,,
275,PSSP,BARE,Live,7,0,0,4,5,6,6,5,1,1,1,15-Aug-18,,,0.2494,0.562,,
276,PSSP,ARTR,Sterile,7,0,0,2,3,4,4,3,1,1,1,15-Aug-18,,,0.2609,0.7992,,
277,PSSP,POSE,Sterile,7,0,0,0,0,2,2,1,1,1,1,15-Aug-18,,,0.1644,0.1685,,
278,PSSP,HECO,Sterile,7,0,0,3,3,3,2,1,1,1,1,15-Aug-18,,,0.10495,0.36635,,harvest biomass is the average of 2 indivs in pot at harvest
279,PSSP,PSSP,Sterile,7,0,0,1,3,3,3,2,1,1,1,15-Aug-18,,,0.3061,1.07,,
280,PSSP,BARE,Sterile,7,0,0,1,1,2,2,1,1,1,1,15-Aug-18,,,0.2977,0.9255,,
281,ARTR,ARTR,Live,8,1,3,1,1,1,2,1,1,1,1,15-Aug-18,,,0.0628,0.0588,,
282,ARTR,POSE,Live,8,1,2,1,1,1,1,,1,1,1,15-Aug-18,,,0.068,0.0987,,
283,ARTR,HECO,Live,8,1,0,0,1,1,1,,1,1,1,15-Aug-18,,,0.3011,0.3204,,
284,ARTR,PSSP,Live,8,0,1,1,1,1,1,,1,1,1,15-Aug-18,,,0.0551,0.1086,,
285,ARTR,BARE,Live,8,1,1,0,0,0,0,,0,0,0,,,,,,,
286,ARTR,ARTR,Sterile,8,0,2,0,0,0,1,,1,1,1,15-Aug-18,,,0.0108,0.0019,,
287,ARTR,POSE,Sterile,8,1,0,0,0,0,0,,0,0,0,,,,,,,
288,ARTR,HECO,Sterile,8,0,3,1,1,1,1,,1,1,1,15-Aug-18,,,0.0696,0.0718,,180713 leaf droopy despite watering; 180726 looks pretty dead
289,ARTR,PSSP,Sterile,8,1,5,1,1,1,1,,1,1,1,15-Aug-18,,,0.2484,0.1805,,
290,ARTR,BARE,Sterile,8,1,2,1,1,1,1,,1,1,1,15-Aug-18,,,0.1044,0.0584,,
291,POSE,ARTR,Live,8,0,0,0,1,4,5,4,1,1,1,15-Aug-18,,,0.0701,0.1273,,
292,POSE,POSE,Live,8,0,0,0,1,4,4,3,1,1,1,15-Aug-18,,,0.0592,0.236,,
293,POSE,HECO,Live,8,0,0,1,2,4,4,3,1,1,1,15-Aug-18,,,0.0539,0.1227,,
294,POSE,PSSP,Live,8,0,0,4,4,6,6,5,1,1,1,15-Aug-18,,,0.0732,0.2518,,
295,POSE,BARE,Live,8,0,0,0,6,6,6,5,1,1,1,31-Jul-18,1.56,1.48,0.0828,0.4015,,
296,POSE,ARTR,Sterile,8,0,0,1,7,8,8,7,1,1,1,15-Aug-18,,,0.1008,0.1842,,
297,POSE,POSE,Sterile,8,0,0,1,2,5,6,5,1,1,1,31-Jul-18,2.14,1.99,0.149,0.5768,,180726 almost dead
298,POSE,HECO,Sterile,8,0,0,0,2,5,5,4,1,1,1,15-Aug-18,,,0.1018,0.5461,,
299,POSE,PSSP,Sterile,8,0,0,3,8,8,7,6,1,1,1,31-Jul-18,2.47,2.33,0.1325,0.4663,,
300,POSE,BARE,Sterile,8,0,0,2,7,7,8,7,1,1,1,15-Aug-18,,,0.0871,0.3304,,
301,HECO,ARTR,Live,8,0,0,0,0,0,0,,0,0,0,,,,,,,
302,HECO,POSE,Live,8,0,0,0,0,0,0,,0,0,0,,,,,,,
303,HECO,HECO,Live,8,0,0,0,1,1,1,,1,1,1,15-Aug-18,,,0.377,0.7041,,
304,HECO,PSSP,Live,8,0,1,1,1,1,1,,1,1,1,15-Aug-18,,,0.5143,0.6246,,
305,HECO,BARE,Live,8,0,0,0,0,0,0,,0,0,0,,,,,,,
306,HECO,ARTR,Sterile,8,0,1,1,1,1,1,,1,1,1,15-Aug-18,,,0.3901,0.7962,,
307,HECO,POSE,Sterile,8,0,0,0,0,0,0,,0,0,0,,,,,,,
308,HECO,HECO,Sterile,8,0,0,1,1,2,2,1,1,1,1,15-Aug-18,,,0.3887,1.2219,,
309,HECO,PSSP,Sterile,8,0,0,0,0,0,0,,1,1,1,15-Aug-18,,,0.0608,0.0711,,
310,HECO,BARE,Sterile,8,0,0,0,0,0,0,,0,0,0,,,,,,,
311,PSSP,ARTR,Live,8,0,0,2,3,3,3,2,1,1,1,15-Aug-18,,,0.1529,0.2903,,
312,PSSP,POSE,Live,8,0,1,2,3,4,4,3,1,1,1,15-Aug-18,,,0.2844,0.8159,,
313,PSSP,HECO,Live,8,0,0,3,4,4,4,3,1,1,1,15-Aug-18,,,0.2446,0.611,,
314,PSSP,PSSP,Live,8,0,0,1,4,5,5,4,1,1,1,15-Aug-18,,,0.3075,1.013,,
315,PSSP,BARE,Live,8,0,2,6,6,6,6,5,1,1,1,15-Aug-18,,,0.1332,0.4205,,
316,PSSP,ARTR,Sterile,8,0,1,4,4,4,4,3,1,1,1,15-Aug-18,,,0.1794,0.3411,,
317,PSSP,POSE,Sterile,8,0,0,2,2,3,3,2,1,1,1,15-Aug-18,,,0.1898,0.7497,,
318,PSSP,HECO,Sterile,8,0,1,3,4,4,4,3,1,1,1,15-Aug-18,,,0.2321,0.5792,,
319,PSSP,PSSP,Sterile,8,0,0,0,1,1,1,,1,1,1,15-Aug-18,,,0.121,0.3277,,
320,PSSP,BARE,Sterile,8,0,1,4,4,4,4,3,1,1,1,15-Aug-18,,,0.1975,0.5285,,
321,ARTR,ARTR,Live,9,0,3,3,3,3,3,2,1,1,1,15-Aug-18,,,0.3391,0.2126,,
322,ARTR,POSE,Live,9,0,2,0,1,0,0,,0,0,0,,,,,,,
323,ARTR,HECO,Live,9,0,0,0,0,0,0,,0,0,0,,,,,,,
324,ARTR,PSSP,Live,9,0,0,0,2,3,3,2,1,1,1,15-Aug-18,,,0.0852,0.1085,,
325,ARTR,BARE,Live,9,0,1,2,2,2,2,1,1,1,1,15-Aug-18,,,0.3157,0.4336,,
326,ARTR,ARTR,Sterile,9,2,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.3009,0.1463,,
327,ARTR,POSE,Sterile,9,0,0,0,0,1,0,,0,0,0,,,,,,,
328,ARTR,HECO,Sterile,9,1,0,0,1,1,1,,1,1,1,15-Aug-18,,,0.149,0.2411,,
329,ARTR,PSSP,Sterile,9,1,0,0,0,0,0,,0,0,0,,,,,,,
330,ARTR,BARE,Sterile,9,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.1011,0.0513,,
331,POSE,ARTR,Live,9,0,0,0,4,4,6,5,1,1,1,15-Aug-18,,,0.1323,0.2536,,
332,POSE,POSE,Live,9,0,0,0,4,6,7,6,1,1,1,15-Aug-18,,,0.0553,0.2067,,
333,POSE,HECO,Live,9,0,0,0,1,5,6,5,1,1,1,23-Jul-18,1.98,1.84,0.1812,0.2949,,
334,POSE,PSSP,Live,9,0,0,1,3,4,5,4,1,1,1,15-Aug-18,,,0.1724,0.4233,,
335,POSE,BARE,Live,9,0,0,0,3,8,8,7,1,1,1,15-Aug-18,,,0.0406,0.1653,,
336,POSE,ARTR,Sterile,9,0,0,0,0,2,8,7,1,1,1,31-Jul-18,1.61,1.52,0.0903,0.0334,,
337,POSE,POSE,Sterile,9,0,0,1,5,5,6,5,1,1,1,15-Aug-18,,,0.0864,0.1765,,
338,POSE,HECO,Sterile,9,0,0,0,3,3,3,2,1,1,1,31-Jul-18,0.52,0.42,0.017,0.0599,,
339,POSE,PSSP,Sterile,9,0,0,0,1,8,6,5,1,1,1,31-Jul-18,1.26,1.2,0.058,0.2068,,
340,POSE,BARE,Sterile,9,0,0,0,0,4,3,2,1,1,1,15-Aug-18,,,0.031,0.1981,,
341,HECO,ARTR,Live,9,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.3687,0.5956,,pulled sorrel seedling 180608
342,HECO,POSE,Live,9,0,0,0,0,0,0,,0,0,0,,,,,,,
343,HECO,HECO,Live,9,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.3858,0.4464,,
344,HECO,PSSP,Live,9,0,1,1,1,2,1,1,1,1,1,15-Aug-18,,,0.3865,0.7842,,
345,HECO,BARE,Live,9,0,0,0,1,1,1,,1,1,1,15-Aug-18,,,0.3444,0.6563,,
346,HECO,ARTR,Sterile,9,0,0,1,1,1,1,,1,1,1,15-Aug-18,,,0.6928,1.0745,,
347,HECO,POSE,Sterile,9,0,1,1,2,5,5,4,1,1,1,15-Aug-18,,,0.3908,0.8257,,
348,HECO,HECO,Sterile,9,0,0,0,0,1,2,1,1,1,1,15-Aug-18,,,0.3943,1.1214,,
349,HECO,PSSP,Sterile,9,0,0,0,1,0,0,,0,0,0,,,,,,,
350,HECO,BARE,Sterile,9,0,0,1,1,1,1,,1,1,1,15-Aug-18,,,0.558,1.1257,,
351,PSSP,ARTR,Live,9,0,1,2,3,4,4,3,1,1,1,15-Aug-18,,,0.3786,0.6772,,
352,PSSP,POSE,Live,9,0,0,1,3,4,4,3,1,1,1,15-Aug-18,,,0.3303,0.6908,,
353,PSSP,HECO,Live,9,0,1,3,3,3,3,2,1,1,1,15-Aug-18,,,0.2863,0.4207,,
354,PSSP,PSSP,Live,9,0,0,0,3,6,6,5,1,1,1,15-Aug-18,,,0.3333,0.8211,,
355,PSSP,BARE,Live,9,0,0,4,5,6,6,5,1,1,1,15-Aug-18,,,0.2827,0.5862,,
356,PSSP,ARTR,Sterile,9,0,2,4,5,7,5,4,1,1,1,15-Aug-18,,,0.1898,0.7644,,
357,PSSP,POSE,Sterile,9,0,1,2,3,4,4,3,1,1,1,15-Aug-18,,,0.2799,1.0013,,
358,PSSP,HECO,Sterile,9,0,0,0,1,4,3,2,1,1,1,15-Aug-18,,,0.194,0.7991,,
359,PSSP,PSSP,Sterile,9,0,0,3,3,5,5,4,1,1,1,15-Aug-18,,,0.2678,1.3951,,
360,PSSP,BARE,Sterile,9,0,1,3,3,4,4,3,1,1,1,15-Aug-18,,,0.2113,1.1842,,
361,ARTR,ARTR,Live,10,0,0,0,1,0,0,,0,1,1,15-Aug-18,,,0.0412,0.019,1,180626 new germ
362,ARTR,POSE,Live,10,0,0,0,3,3,5,4,1,1,1,15-Aug-18,,,0.2249,0.278,,
363,ARTR,HECO,Live,10,0,3,0,3,4,4,3,1,1,1,15-Aug-18,,,0.2342,0.2405,,
364,ARTR,PSSP,Live,10,1,0,0,0,0,0,,0,0,0,,,,,,,
365,ARTR,BARE,Live,10,1,1,0,0,2,2,1,1,1,1,15-Aug-18,,,0.1391,0.1856,,
366,ARTR,ARTR,Sterile,10,0,0,0,1,4,3,2,1,1,1,15-Aug-18,,,0.1503,0.208,,
367,ARTR,POSE,Sterile,10,0,3,2,3,4,4,3,1,1,1,15-Aug-18,,,0.2845,0.3833,,
368,ARTR,HECO,Sterile,10,1,2,0,0,0,0,,0,1,1,,,,,,1,180626 new germ
369,ARTR,PSSP,Sterile,10,0,1,0,1,2,2,1,1,1,1,15-Aug-18,,,0.1097,0.1544,,
370,ARTR,BARE,Sterile,10,1,2,0,0,1,1,,1,1,1,15-Aug-18,,,0.0501,0.0184,,
371,POSE,ARTR,Live,10,0,0,0,1,3,3,2,1,1,1,15-Aug-18,,,0.0903,0.353,,
372,POSE,POSE,Live,10,0,0,0,1,7,6,5,1,1,1,15-Aug-18,,,0.0768,0.2496,,
373,POSE,HECO,Live,10,0,0,0,0,4,4,3,1,1,1,15-Aug-18,,,0.0958,0.2513,,
374,POSE,PSSP,Live,10,0,0,0,0,5,5,4,1,1,1,15-Aug-18,,,0.0699,0.1706,,
375,POSE,BARE,Live,10,0,0,0,0,4,4,3,1,1,1,15-Aug-18,,,0.0736,0.1683,,
376,POSE,ARTR,Sterile,10,0,0,0,1,4,4,3,1,1,1,15-Aug-18,,,0.0583,0.2457,,
377,POSE,POSE,Sterile,10,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.1298,0.2555,,
378,POSE,HECO,Sterile,10,0,0,0,0,0,5,,1,1,0,15-Aug-18,,,,0.1703,,weird white crust; did not pull any seedlings since all super tiny 180608
379,POSE,PSSP,Sterile,10,0,0,0,1,5,5,4,1,1,1,15-Aug-18,,,0.0619,0.1773,,
380,POSE,BARE,Sterile,10,0,0,0,1,6,9,8,1,1,1,23-Jul-18,0.63,0.59,0.029,0.0709,,
381,HECO,ARTR,Live,10,0,0,0,0,0,1,,1,1,1,15-Aug-18,,,0.3311,0.73,,
382,HECO,POSE,Live,10,0,0,0,0,2,2,1,1,1,1,15-Aug-18,,,0.37,0.4839,,
383,HECO,HECO,Live,10,0,0,0,0,0,0,,0,0,0,,,,,,,
384,HECO,PSSP,Live,10,0,0,0,0,1,3,2,1,1,1,15-Aug-18,,,0.2387,0.4406,,
385,HECO,BARE,Live,10,0,0,0,0,0,2,1,1,1,1,15-Aug-18,,,0.3261,0.5417,,
386,HECO,ARTR,Sterile,10,0,0,0,0,1,1,,1,1,1,15-Aug-18,,,0.3067,0.7913,,
387,HECO,POSE,Sterile,10,0,0,0,0,0,0,,0,0,0,,,,,,,
388,HECO,HECO,Sterile,10,0,0,0,0,0,0,,0,0,0,15-Aug-18,,,0.0112,0.0067,,
389,HECO,PSSP,Sterile,10,0,0,0,0,1,2,1,1,1,1,15-Aug-18,,,0.3467,1.0972,,
390,HECO,BARE,Sterile,10,0,0,0,1,1,1,,1,1,1,15-Aug-18,,,0.0996,0.0823,,
391,PSSP,ARTR,Live,10,0,1,3,3,6,7,6,1,1,1,15-Aug-18,,,0.4882,0.905,,
392,PSSP,POSE,Live,10,0,0,3,3,5,5,4,1,1,1,15-Aug-18,,,0.3709,0.8039,,
393,PSSP,HECO,Live,10,0,0,1,3,4,4,3,1,1,1,15-Aug-18,,,0.162,0.4006,,
394,PSSP,PSSP,Live,10,0,0,1,2,2,4,3,1,1,1,15-Aug-18,,,0.3993,1.0479,,
395,PSSP,BARE,Live,10,0,0,1,3,3,6,5,1,1,1,15-Aug-18,,,0.1269,0.6573,,
396,PSSP,ARTR,Sterile,10,0,1,4,5,5,5,4,1,1,1,15-Aug-18,,,0.1709,0.3387,,
397,PSSP,POSE,Sterile,10,0,0,0,1,5,5,4,1,1,1,15-Aug-18,,,0.0555,0.1468,,
398,PSSP,HECO,Sterile,10,0,0,5,5,4,4,3,1,1,1,15-Aug-18,,,0.10115,0.27305,,sunken soil around tag 180511; fixed with new sterile soil 180517
399,PSSP,PSSP,Sterile,10,0,1,2,4,4,4,3,1,1,1,15-Aug-18,,,0.2321,0.8356,,
400,PSSP,BARE,Sterile,10,0,0,1,2,5,6,5,1,1,1,15-Aug-18,,,0.1897,0.6042,,
