"","fieldID","DonorSpp","Transplant","Treatment","Transect","Rep","Position","Offset","Side","Transplant.date","Dist_centroid","Dist_edge","Abv.mass","Area","Surv","Germ","Repro","Height","Diam_donor"
"196",196,"ARTR","HECO","Feedback",1,4,27.8,1,"L","18-Oct-18",43,0,0.0228,0.0109955742875643,1,4,0,15.3,43
"197",197,"ARTR","HECO","Exclusion",1,4,27.8,1,"L","18-Oct-18",38,0,0.0764,0.0367566340470006,1,2,0,20.2,38
"198",198,"ARTR","HECO","Control",1,4,27.8,1,"L","18-Oct-18",29,5,0.0113,0.00824668071567321,1,4,0,7.4,24
"199",199,"ARTR","PSSP","Feedback",1,4,27.8,1,"L","17-Oct-18",44,0,0.0716,0.0226194671058465,1,1,0,22.4,44
"200",200,"ARTR","PSSP","Exclusion",1,4,27.8,1,"L","17-Oct-18",40,0,0.3036,0.297194665029594,1,5,0,27.2,40
"201",201,"ARTR","PSSP","Control",1,4,27.8,1,"L","17-Oct-18",44,5,0.0359,0.0119380520836412,1,3,0,17.7,39
"202",202,"ARTR","POSE","Feedback",1,4,27.8,1,"L","16-Oct-18",49,2,0.0896,0.108856185446886,1,6,0,8.7,47
"203",203,"ARTR","POSE","Exclusion",1,4,27.8,1,"L","16-Oct-18",49,0,0.1796,0.309132717113236,1,4,0,9.2,49
"204",204,"ARTR","POSE","Control",1,4,27.8,1,"L","16-Oct-18",51,0,0.0794,0.196428080665702,1,5,0,5.6,51
"205",205,"BARE","ARTR","Feedback",1,4,28.5,3,"R","15-Oct-18",NA,NA,0.0025,0.0867079572390783,1,4,0,1.2,NA
"206",206,"BARE","ARTR","Exclusion",1,4,28.5,3,"R","15-Oct-18",NA,NA,0.083,8.34069287583188,1,1,0,4.5,NA
"207",207,"BARE","ARTR","Control",1,4,28.5,3,"R","15-Oct-18",NA,NA,0.001,0.0102101761241668,1,3,0,1.2,NA
"208",208,"BARE","HECO","Feedback",1,4,28.5,3,"R","18-Oct-18",NA,NA,0.0249,0.0204988920646734,1,5,0,7.4,NA
"209",209,"BARE","HECO","Exclusion",1,4,28.5,3,"R","18-Oct-18",NA,NA,0.0398,0.0735132680940012,1,1,0,4.8,NA
"210",210,"BARE","HECO","Control",1,4,28.5,3,"R","18-Oct-18",NA,NA,NA,NA,0,0,0,NA,NA
"211",211,"BARE","PSSP","Feedback",1,4,28.5,3,"R","17-Oct-18",NA,NA,0.0736,0.0989601685880785,1,3,0,13.1,NA
"212",212,"BARE","PSSP","Exclusion",1,4,28.5,3,"R","17-Oct-18",NA,NA,0.1668,0.229022104446696,1,1,0,16.4,NA
"213",213,"BARE","PSSP","Control",1,4,28.5,3,"R","17-Oct-18",NA,NA,0.0403,0.0706858347057703,1,4,0,14.4,NA
"214",214,"BARE","POSE","Feedback",1,4,28.5,3,"R","16-Oct-18",NA,NA,0.0571,0.401259921679756,0,4,0,5.3,NA
"215",215,"BARE","POSE","Exclusion",1,4,28.5,3,"R","16-Oct-18",NA,NA,0.2555,1.06099437893361,1,4,0,3.9,NA
"216",216,"BARE","POSE","Control",1,4,28.5,3,"R","16-Oct-18",NA,NA,0.0763,0.357905943060217,1,5,0,5.5,NA
"217",217,"HECO","ARTR","Feedback",1,3,30.3,6,"L","15-Oct-18",20,3,0.0028,0.407778726435955,1,1,0,1.5,17
"218",218,"HECO","ARTR","Exclusion",1,3,30.3,6,"L","15-Oct-18",18,8,0.0987,6.89650273297665,1,0,0,4.2,10
"219",219,"HECO","ARTR","Control",1,3,30.3,6,"L","15-Oct-18",17,9,0.0418,5.39843427611236,1,0,0,3.9,8
"220",220,"HECO","HECO","Feedback",1,3,30.3,6,"L","18-Oct-18",19,9,NA,NA,0,0,0,NA,10
"221",221,"HECO","HECO","Exclusion",1,3,30.3,6,"L","18-Oct-18",19,12,0.0594,0.113097335529233,1,1,0,14.3,7
"222",222,"HECO","HECO","Control",1,3,30.3,6,"L","18-Oct-18",17,10,0.0118,0.00502654824574367,1,3,0,13.1,7
"223",223,"HECO","PSSP","Feedback",1,3,30.3,6,"L","17-Oct-18",15,9,0.0598,0.023090706003885,1,6,0,14.3,6
"224",224,"HECO","PSSP","Exclusion",1,3,30.3,6,"L","17-Oct-18",15,8,0.1098,0.0245044226980004,1,5,0,17,7
"225",225,"HECO","PSSP","Control",1,3,30.3,6,"L","17-Oct-18",17,6,0.0271,0.0439822971502571,1,5,0,15.6,11
"226",226,"HECO","POSE","Feedback",1,3,30.3,6,"L","16-Oct-18",16,8,0.0998,0.436838458481661,1,1,0,4.8,8
"227",227,"HECO","POSE","Exclusion",1,3,30.3,6,"L","16-Oct-18",17,7,0.1063,0.358141562509236,1,5,0,4.8,10
"228",228,"HECO","POSE","Control",1,3,30.3,6,"L","16-Oct-18",16,7,0.0847,0.344318554833441,1,4,0,4.4,9
"229",229,"HECO","PSSP","Feedback",1,4,32.5,2,"R","17-Oct-18",8,2,0.073,0.00777544181763474,1,7,0,12.2,6
"230",230,"HECO","PSSP","Exclusion",1,4,32.5,2,"R","17-Oct-18",11,2,0.1345,0.167289808803656,1,4,0,27.4,9
"231",231,"HECO","PSSP","Control",1,4,32.5,2,"R","17-Oct-18",11,2,0.0106,0.00691150383789755,1,6,0,16.8,9
"232",232,"HECO","POSE","Feedback",1,4,32.5,2,"R","16-Oct-18",14,6,0.0872,0.552056369052066,1,6,0,3.7,8
"233",233,"HECO","POSE","Exclusion",1,4,32.5,2,"R","16-Oct-18",10,3,0.3029,1.39816581048014,1,4,0,5.7,7
"234",234,"HECO","POSE","Control",1,4,32.5,2,"R","16-Oct-18",10,3,0.0842,0.650937997823805,1,5,0,7.3,7
"235",235,"HECO","ARTR","Feedback",1,4,33,0,"","15-Oct-18",12,4,0.0063,0.704345072934832,1,6,0,2.5,8
"236",236,"HECO","ARTR","Exclusion",1,4,33,0,"","15-Oct-18",10,3,0.0038,0.346203510425595,1,2,0,1.7,7
"237",237,"HECO","ARTR","Control",1,4,33,0,"","15-Oct-18",12,7,0.0013,0.0933053018116169,0,5,0,1.4,5
"238",238,"HECO","HECO","Feedback",1,4,33,0,"","18-Oct-18",9,5,0.0312,0.00942477796076938,1,3,0,11.1,4
"239",239,"HECO","HECO","Exclusion",1,4,33,0,"","18-Oct-18",12,7,6e-04,7.85398163397448e-05,0,1,0,3.2,5
"240",240,"HECO","HECO","Control",1,4,33,0,"","18-Oct-18",9,3,0.0167,0.00942477796076938,1,2,0,15.5,6
"241",241,"HECO","ARTR","Feedback",2,5,5.2,4,"R","15-Oct-18",12,5,0.0388,3.95628616848197,1,2,0,3.2,7
"242",242,"HECO","ARTR","Exclusion",2,5,5.2,4,"R","15-Oct-18",16,6,0.0569,3.940342585765,1,3,0,4.2,10
"243",243,"HECO","ARTR","Control",2,5,5.2,4,"R","15-Oct-18",18,4,0.0077,0.410449080191506,1,4,0,2.4,14
"244",244,"HECO","HECO","Feedback",2,5,5.2,4,"R","18-Oct-18",11,4,0.032,0.00549778714378214,1,5,0,14.8,7
"245",245,"HECO","HECO","Exclusion",2,5,5.2,4,"R","18-Oct-18",18,5,0.0699,0.0213628300444106,1,2,0,19.6,13
"246",246,"HECO","HECO","Control",2,5,5.2,4,"R","18-Oct-18",18,5,0.024,0.00424115008234622,1,1,0,11.6,13
"247",247,"HECO","PSSP","Feedback",2,5,5.2,4,"R","17-Oct-18",16,6,0.0928,0.0505796417227957,1,8,0,22,10
"248",248,"HECO","PSSP","Exclusion",2,5,5.2,4,"R","17-Oct-18",15,7,0.1023,0.0075398223686155,1,7,0,22.6,8
"249",249,"HECO","PSSP","Control",2,5,5.2,4,"R","17-Oct-18",15,7,0.0511,0.00636172512351933,1,8,0,19.1,8
"250",250,"HECO","POSE","Feedback",2,5,5.2,4,"R","16-Oct-18",21,11,0.095,0.116553087448181,1,6,0,4.8,10
"251",251,"HECO","POSE","Exclusion",2,5,5.2,4,"R","16-Oct-18",22,11,0.106,0.119459060652752,1,3,0,8.4,11
"252",252,"HECO","POSE","Control",2,5,5.2,4,"R","16-Oct-18",15,8,0.0531,0.378876074022929,1,4,0,6.7,7
"253",253,"PSSP","ARTR","Feedback",2,5,6,3,"R","15-Oct-18",14,6,0.0207,2.46049536629153,1,0,0,2.8,8
"254",254,"PSSP","ARTR","Exclusion",2,5,6,3,"R","15-Oct-18",15,8,0.0304,1.50419456253879,1,3,0,2.7,7
"255",255,"PSSP","ARTR","Control",2,5,6,3,"R","15-Oct-18",13,7,0.0311,2.53840686410055,1,6,0,3.8,6
"256",256,"PSSP","HECO","Feedback",2,5,6,3,"R","18-Oct-18",16,10,0.0195,0.0459457925587507,1,3,0,6,6
"257",257,"PSSP","HECO","Exclusion",2,5,6,3,"R","18-Oct-18",14,6,0.0441,0.0371493331286993,1,4,0,10.4,8
"258",258,"PSSP","HECO","Control",2,5,6,3,"R","18-Oct-18",15,6,0.0146,0.00824668071567321,1,2,0,9.4,9
"259",259,"PSSP","PSSP","Feedback",2,5,6.2,3,"R","17-Oct-18",12,7,0.0246,0.00604756585816035,1,4,0,16.6,5
"260",260,"PSSP","PSSP","Exclusion",2,5,6.2,3,"R","17-Oct-18",12,5,0.0355,0.0113097335529233,1,5,0,15.5,7
"261",261,"PSSP","PSSP","Control",2,5,6.2,3,"R","17-Oct-18",14,5,0.0284,0.0386415896391544,1,4,0,15.7,9
"262",262,"PSSP","POSE","Feedback",2,5,6.2,3,"R","16-Oct-18",15,8,0.1803,0.442022086360084,0,4,1,5.3,7
"263",263,"PSSP","POSE","Exclusion",2,5,6.2,3,"R","16-Oct-18",11,3,0.194,0.642691317108132,1,4,0,6.1,8
"264",264,"PSSP","POSE","Control",2,5,6.2,3,"R","16-Oct-18",13,7,1e-04,7.85398163397448e-05,0,4,0,3.2,6
"265",265,"BARE","ARTR","Feedback",2,5,7,4,"L","15-Oct-18",NA,NA,0.0083,0.170902640355285,1,2,0,0.9,NA
"266",266,"BARE","ARTR","Exclusion",2,5,7,4,"L","15-Oct-18",NA,NA,0.0036,1.53953747989168,1,3,0,1.3,NA
"267",267,"BARE","ARTR","Control",2,5,7,4,"L","15-Oct-18",NA,NA,0.0423,1.73769343651685,1,4,0,3.2,NA
"268",268,"BARE","HECO","Feedback",2,5,7,4,"L","18-Oct-18",NA,NA,0.0226,0.00950331777710912,1,1,0,8.7,NA
"269",269,"BARE","HECO","Exclusion",2,5,7,4,"L","18-Oct-18",NA,NA,NA,NA,0,0,0,NA,NA
"270",270,"BARE","HECO","Control",2,5,7,4,"L","18-Oct-18",NA,NA,0.0186,0.0132732289614169,1,4,0,8,NA
"271",271,"BARE","PSSP","Feedback",2,5,7,4,"L","17-Oct-18",NA,NA,0.0738,0.100530964914873,1,1,0,13.6,NA
"272",272,"BARE","PSSP","Exclusion",2,5,7,4,"L","17-Oct-18",NA,NA,0.0719,0.152210164066425,1,3,0,13.2,NA
"273",273,"BARE","PSSP","Control",2,5,7,4,"L","17-Oct-18",NA,NA,0.0935,0.0194778744522567,1,4,0,19.6,NA
"274",274,"BARE","POSE","Feedback",2,5,7,4,"L","16-Oct-18",NA,NA,0.0361,0.639078485556504,1,5,0,5.8,NA
"275",275,"BARE","POSE","Exclusion",2,5,7,4,"L","16-Oct-18",NA,NA,0.1571,0.0956614963018092,1,2,0,3.5,NA
"276",276,"BARE","POSE","Control",2,5,7,4,"L","16-Oct-18",NA,NA,0.0268,0.212057504117311,1,1,0,4.3,NA
"277",277,"POSE","ARTR","Feedback",2,5,7.1,0.5,"L","15-Oct-18",15,5,0.0227,1.4111248801762,1,2,0,2,10
"278",278,"POSE","ARTR","Exclusion",2,5,7.1,0.5,"L","15-Oct-18",12,6,0.028,1.44858837257025,1,4,0,2.8,6
"279",279,"POSE","ARTR","Control",2,5,7.1,0.5,"L","15-Oct-18",12,7,0.027,2.64663473101672,1,4,0,3.4,5
"280",280,"POSE","HECO","Feedback",2,5,7.1,0.5,"L","18-Oct-18",11,4,0.0224,0.00785398163397448,1,1,0,8.7,7
"281",281,"POSE","HECO","Exclusion",2,5,7.1,0.5,"L","18-Oct-18",9,4,0.052,0.0340862802914493,1,3,0,12.6,5
"282",282,"POSE","HECO","Control",2,5,7.1,0.5,"L","18-Oct-18",14,6,0.0139,0.0038484510006475,1,3,0,8.4,8
"283",283,"POSE","PSSP","Feedback",2,5,7.1,0.5,"L","17-Oct-18",10,5,0.012,0.00196349540849362,1,7,0,11.1,5
"284",284,"POSE","PSSP","Exclusion",2,5,7.1,0.5,"L","17-Oct-18",9,5,0.2233,0.0731205690123024,1,5,0,22.8,4
"285",285,"POSE","PSSP","Control",2,5,7.1,0.5,"L","17-Oct-18",9,6,0.0489,0.00824668071567321,1,5,0,18.4,3
"286",286,"POSE","POSE","Feedback",2,5,7.1,0.5,"L","16-Oct-18",15,6,0.0505,0.0959756555671682,1,3,0,6.3,9
"287",287,"POSE","POSE","Exclusion",2,5,7.1,0.5,"L","16-Oct-18",7,5,0.161,0.38170350741116,1,6,1,6.5,2
"288",288,"POSE","POSE","Control",2,5,7.1,0.5,"L","16-Oct-18",11,8,0.0485,0.336464573199467,1,4,0,4.8,3
"289",289,"ARTR","ARTR","Feedback",2,5,8.9,0,"","15-Oct-18",48,0,0.0225,1.18194569609682,1,2,0,2.8,48
"290",290,"ARTR","ARTR","Exclusion",2,5,8.9,0,"","15-Oct-18",37,0,NA,NA,0,2,0,NA,37
"291",291,"ARTR","ARTR","Control",2,5,8.9,0,"","15-Oct-18",31,0,0.0057,0.416575185866007,1,0,0,1.3,31
"292",292,"ARTR","HECO","Feedback",2,5,8.9,0,"","18-Oct-18",30,0,0.0036,0.00125663706143592,0,2,0,5.5,30
"293",293,"ARTR","HECO","Exclusion",2,5,8.9,0,"","18-Oct-18",34,0,NA,NA,0,0,0,NA,34
"294",294,"ARTR","HECO","Control",2,5,8.9,0,"","18-Oct-18",38,0,0.0175,0.0038484510006475,1,2,0,9.2,38
"295",295,"ARTR","PSSP","Feedback",2,5,8.9,0,"","17-Oct-18",36,0,0.063,0.259181393921158,1,7,0,21.7,36
"296",296,"ARTR","PSSP","Exclusion",2,5,8.9,0,"","17-Oct-18",32,2,0.3246,0.21865484868985,1,7,0,26.2,30
"297",297,"ARTR","PSSP","Control",2,5,8.9,0,"","17-Oct-18",34,0,0.0907,0.0132732289614169,1,9,0,28.9,34
"298",298,"ARTR","POSE","Feedback",2,5,8.9,0,"","16-Oct-18",34,0,0.0376,0.0975464518939631,1,2,0,6.2,34
"299",299,"ARTR","POSE","Exclusion",2,5,8.9,0,"","16-Oct-18",35,0,0.1999,0.457965669077052,1,5,0,13.3,35
"300",300,"ARTR","POSE","Control",2,5,8.9,0,"","16-Oct-18",34,0,0.0484,0.0926769832808989,1,3,0,9.6,34
"301",301,"POSE","ARTR","Feedback",2,6,10,1,"R","15-Oct-18",10,4,0.0079,0.437309697379699,1,1,0,1.5,6
"302",302,"POSE","ARTR","Exclusion",2,6,10,1,"R","15-Oct-18",9,2,0.1224,6.74170075497102,1,3,0,4.3,7
"303",303,"POSE","ARTR","Control",2,6,10,1,"R","15-Oct-18",15,8,0.0322,2.09936929076138,1,2,0,2.9,7
"304",304,"POSE","HECO","Feedback",2,6,10,1,"R","18-Oct-18",17,6,NA,NA,0,4,0,NA,11
"305",305,"POSE","HECO","Exclusion",2,6,10,1,"R","18-Oct-18",19,7,0.051,0.0656592864600267,1,2,0,9.8,12
"306",306,"POSE","HECO","Control",2,6,10,1,"R","18-Oct-18",14,5,0.0209,0.0132732289614169,1,4,0,11.2,9
"307",307,"POSE","PSSP","Feedback",2,6,10,1,"R","17-Oct-18",10,5,0.0901,0.0293738913110646,1,7,0,15.7,5
"308",308,"POSE","PSSP","Exclusion",2,6,10,1,"R","17-Oct-18",11,2,0.1439,0.0537212343763855,1,9,0,22.9,9
"309",309,"POSE","PSSP","Control",2,6,10,1,"R","17-Oct-18",13,8,0.0988,0.053878314009065,1,4,0,17.5,5
"310",310,"POSE","POSE","Feedback",2,6,10,1,"R","16-Oct-18",15,7,0.0318,0.137837377676252,0,2,0,2.9,8
"311",311,"POSE","POSE","Exclusion",2,6,10,1,"R","16-Oct-18",14,8,0.1741,0.202632726156542,0,5,0,7.4,6
"312",312,"POSE","POSE","Control",2,6,10,1,"R","16-Oct-18",16,11,0.055,0.236404847182632,1,2,0,3.3,5
"313",313,"ARTR","ARTR","Feedback",2,6,11.2,5,"L","15-Oct-18",49,0,0.0076,1.12955963859821,1,5,0,1.6,49
"314",314,"ARTR","ARTR","Exclusion",2,6,11.2,5,"L","15-Oct-18",42,0,0.0287,5.3249995478347,1,6,0,3.5,42
"315",315,"ARTR","ARTR","Control",2,6,11.2,5,"L","15-Oct-18",49,0,NA,NA,0,0,0,NA,49
"316",316,"ARTR","HECO","Feedback",2,6,11.2,5,"L","18-Oct-18",48,0,0.024,0.00636172512351933,1,5,0,14.5,48
"317",317,"ARTR","HECO","Exclusion",2,6,11.2,5,"L","18-Oct-18",50,0,0.0566,0.00950331777710912,1,3,0,24.6,50
"318",318,"ARTR","HECO","Control",2,6,11.2,5,"L","18-Oct-18",52,0,0.0129,0.00196349540849362,1,2,0,11.6,52
"319",319,"ARTR","PSSP","Feedback",2,6,11.2,5,"L","17-Oct-18",52,0,0.0811,0.022776546738526,1,6,0,26.7,52
"320",320,"ARTR","PSSP","Exclusion",2,6,11.2,5,"L","17-Oct-18",50,0,0.0861,0.0339292006587698,1,4,0,33.7,50
"321",321,"ARTR","PSSP","Control",2,6,11.2,5,"L","17-Oct-18",50,0,0.0612,0.0201061929829747,1,4,0,20.3,50
"322",322,"ARTR","POSE","Feedback",2,6,11.2,5,"L","16-Oct-18",36,0,0.0861,0.208287592933003,1,4,1,5.9,36
"323",323,"ARTR","POSE","Exclusion",2,6,11.2,5,"L","16-Oct-18",34,0,0.1972,0.309132717113236,1,1,0,11.6,34
"324",324,"ARTR","POSE","Control",2,6,11.2,5,"L","16-Oct-18",35,0,0.0418,0.0480663675999238,1,6,0,8,35
"325",325,"BARE","ARTR","Feedback",2,6,12.5,0,"","15-Oct-18",NA,NA,0.0152,0.0120951317163207,1,1,0,2,NA
"326",326,"BARE","ARTR","Exclusion",2,6,12.5,0,"","15-Oct-18",NA,NA,0.0242,2.01965137717654,1,2,0,2.7,NA
"327",327,"BARE","ARTR","Control",2,6,12.5,0,"","15-Oct-18",NA,NA,0.0087,0.33866368805698,1,3,0,2,NA
"328",328,"BARE","HECO","Feedback",2,6,12.5,0,"","18-Oct-18",NA,NA,0.0023,0.0038484510006475,0,5,0,4.1,NA
"329",329,"BARE","HECO","Exclusion",2,6,12.5,0,"","18-Oct-18",NA,NA,0.0516,0.0273318560862312,1,3,0,9.1,NA
"330",330,"BARE","HECO","Control",2,6,12.5,0,"","18-Oct-18",NA,NA,0.0232,0.00950331777710912,1,1,0,4.3,NA
"331",331,"BARE","PSSP","Feedback",2,6,12.5,0,"","17-Oct-18",NA,NA,0.0558,0.044924774946334,1,10,0,10.9,NA
"332",332,"BARE","PSSP","Exclusion",2,6,12.5,0,"","17-Oct-18",NA,NA,0.1701,0.060318578948924,1,8,0,13.6,NA
"333",333,"BARE","PSSP","Control",2,6,12.5,0,"","17-Oct-18",NA,NA,0.0522,0.00950331777710912,1,5,0,18.8,NA
"334",334,"BARE","POSE","Feedback",2,6,12.5,0,"","16-Oct-18",NA,NA,0.086,0.103672557568463,1,2,0,5.3,NA
"335",335,"BARE","POSE","Exclusion",2,6,12.5,0,"","16-Oct-18",NA,NA,0.1501,0.372671428532089,1,3,0,4.1,NA
"336",336,"BARE","POSE","Control",2,6,12.5,0,"","16-Oct-18",NA,NA,0.1974,0.533913671477585,1,1,1,3.4,NA
"337",337,"PSSP","ARTR","Feedback",2,6,16.3,4,"L","15-Oct-18",18,8,0.0228,2.52701859073129,1,5,0,4.3,10
"338",338,"PSSP","ARTR","Exclusion",2,6,16.3,4,"L","15-Oct-18",18,8,0.0538,4.79823299964403,1,7,0,3.3,10
"339",339,"PSSP","ARTR","Control",2,6,16.3,4,"L","15-Oct-18",18,9,0.0198,1.93467129589693,1,6,0,2.4,9
"340",340,"PSSP","HECO","Feedback",2,6,16.3,4,"L","18-Oct-18",19,9,0.0783,0.0215984494934298,1,3,0,16.6,10
"341",341,"PSSP","HECO","Exclusion",2,6,16.3,4,"L","18-Oct-18",18,9,0.069,0.0241902634326414,1,3,0,14.8,9
"342",342,"PSSP","HECO","Control",2,6,16.3,4,"L","18-Oct-18",14,8,0.0316,0.0038484510006475,1,4,0,15,6
"343",343,"PSSP","PSSP","Feedback",2,6,16.3,4,"L","17-Oct-18",19,12,0.0834,0.0131946891450771,1,3,0,13.4,7
"344",344,"PSSP","PSSP","Exclusion",2,6,16.3,4,"L","17-Oct-18",18,12,0.1852,0.226194671058465,1,4,0,17.1,6
"345",345,"PSSP","PSSP","Control",2,6,16.3,4,"L","17-Oct-18",17,11,0.0686,0.0180641577581413,1,7,0,22.1,6
"346",346,"PSSP","POSE","Feedback",2,6,16.3,4,"L","16-Oct-18",17,11,0.095,0.339292006587698,1,1,0,4.3,6
"347",347,"PSSP","POSE","Exclusion",2,6,16.3,4,"L","16-Oct-18",19,11,0.2526,0.684474499400876,1,1,1,7.6,8
"348",348,"PSSP","POSE","Control",2,6,16.3,4,"L","16-Oct-18",18,10,0.1355,0.108856185446886,1,1,0,7,8
"349",349,"HECO","ARTR","Feedback",2,6,6,3,"R","15-Oct-18",13,5,NA,NA,0,2,0,NA,8
"350",350,"HECO","ARTR","Exclusion",2,6,6,3,"R","15-Oct-18",15,9,0.043,1.9154290408937,1,1,0,4.4,6
"351",351,"HECO","ARTR","Control",2,6,6,3,"R","15-Oct-18",14,6,0.0105,1.1081968085538,1,2,0,1.6,8
"352",352,"HECO","HECO","Feedback",2,6,6,3,"R","18-Oct-18",13,5,0.0519,0.0141371669411541,1,5,0,15.3,8
"353",353,"HECO","HECO","Exclusion",2,6,6,3,"R","18-Oct-18",14,9,0.0551,0.0276460153515902,1,4,0,14.5,5
"354",354,"HECO","HECO","Control",2,6,6,3,"R","18-Oct-18",12,5,0.0255,0.00785398163397448,1,5,0,13.1,7
"355",355,"HECO","PSSP","Feedback",2,6,6,3,"R","17-Oct-18",12,5,0.1092,0.0207345115136926,1,4,0,19.9,7
"356",356,"HECO","PSSP","Exclusion",2,6,6,3,"R","17-Oct-18",15,10,0.1094,0.0333794219443916,1,2,0,23,5
"357",357,"HECO","PSSP","Control",2,6,6,3,"R","17-Oct-18",12,6,0.0882,0.0701360559913921,1,3,0,22.3,6
"358",358,"HECO","POSE","Feedback",2,6,6,3,"R","16-Oct-18",15,7,0.1209,0.423643769336584,1,7,0,5.5,8
"359",359,"HECO","POSE","Exclusion",2,6,6,3,"R","16-Oct-18",12,7,0.2415,0.540903715131823,1,6,0,9.1,5
"360",360,"HECO","POSE","Control",2,6,6,3,"R","16-Oct-18",11,7,0.0132,0.00282743338823081,1,5,0,4.3,4
"361",361,"PSSP","ARTR","Feedback",3,7,1.8,3,"L","15-Oct-18",15,6,0.0306,1.10827534837014,1,4,0,2.2,9
"362",362,"PSSP","ARTR","Exclusion",3,7,1.8,3,"L","15-Oct-18",14,3,0.1973,5.72036898328898,1,5,0,6,11
"363",363,"PSSP","ARTR","Control",3,7,1.8,3,"L","15-Oct-18",16,9,0.1747,2.34276418159825,1,0,0,3.7,7
"364",364,"PSSP","HECO","Feedback",3,7,1.8,3,"L","18-Oct-18",13,4,0.0184,0.0113097335529233,1,1,0,16,9
"365",365,"PSSP","HECO","Exclusion",3,7,1.8,3,"L","18-Oct-18",11,5,NA,NA,0,0,0,NA,6
"366",366,"PSSP","HECO","Control",3,7,1.8,3,"L","18-Oct-18",17,8,0.0152,0.00950331777710912,1,3,0,6.7,9
"367",367,"PSSP","PSSP","Feedback",3,7,1.8,3,"L","17-Oct-18",16,6,0.0644,0.0226980069221863,1,4,0,19.8,10
"368",368,"PSSP","PSSP","Exclusion",3,7,1.8,3,"L","17-Oct-18",14,7,0.3227,0.188495559215388,1,8,0,29.1,7
"369",369,"PSSP","PSSP","Control",3,7,1.8,3,"L","17-Oct-18",13,2,0.0358,0.01539380400259,1,4,0,14.3,11
"370",370,"PSSP","POSE","Feedback",3,7,1.8,3,"L","16-Oct-18",14,8,0.12,0.568471190667073,1,2,0,4.1,6
"371",371,"PSSP","POSE","Exclusion",3,7,1.8,3,"L","16-Oct-18",13,5,0.1126,0.146084058391925,1,9,0,9.4,8
"372",372,"PSSP","POSE","Control",3,7,1.8,3,"L","16-Oct-18",16,8,0.084,0.407778726435955,1,5,0,5.7,8
"373",373,"HECO","ARTR","Feedback",3,7,1.8,7,"L","15-Oct-18",17,4,NA,NA,0,1,0,NA,13
"374",374,"HECO","ARTR","Exclusion",3,7,1.8,7,"L","15-Oct-18",16,5,0.0533,3.0963537193781,1,3,0,4.4,11
"375",375,"HECO","ARTR","Control",3,7,1.8,7,"L","15-Oct-18",14,5,0.0158,2.83732940508962,1,2,0,3.1,9
"376",376,"HECO","HECO","Feedback",3,7,1.8,7,"L","18-Oct-18",9,3,0.0355,0.00785398163397448,1,4,0,16,6
"377",377,"HECO","HECO","Exclusion",3,7,1.8,7,"L","18-Oct-18",10,4,NA,NA,0,0,0,NA,6
"378",378,"HECO","HECO","Control",3,7,1.8,7,"L","18-Oct-18",9,5,0.0239,0.0113097335529233,1,4,0,9.8,4
"379",379,"HECO","PSSP","Feedback",3,7,1.8,7,"L","17-Oct-18",8,2,0.1234,0.0388772090881737,1,3,0,22.7,6
"380",380,"HECO","PSSP","Exclusion",3,7,1.8,7,"L","17-Oct-18",6,4,0.4398,0.23090706003885,1,6,0,25.5,2
"381",381,"HECO","PSSP","Control",3,7,1.8,7,"L","17-Oct-18",9,5,0.0644,0.0414690230273853,1,2,0,8.3,4
"382",382,"HECO","POSE","Feedback",3,7,1.8,7,"L","16-Oct-18",10,5,0.0968,0.299472319703447,1,8,0,6.8,5
"383",383,"HECO","POSE","Exclusion",3,7,1.8,7,"L","16-Oct-18",9,2,0.1936,0.676541977950562,1,4,0,7.9,7
"384",384,"HECO","POSE","Control",3,7,1.8,7,"L","16-Oct-18",9,4,0.0524,0.122365033857322,1,5,0,5.1,5
"385",385,"POSE","ARTR","Feedback",3,7,1.8,2.5,"R","15-Oct-18",9,4,NA,NA,0,0,0,NA,5
"386",386,"POSE","ARTR","Exclusion",3,7,1.8,2.5,"R","15-Oct-18",10,5,0.0089,0.436288679767283,1,3,0,1.9,5
"387",387,"POSE","ARTR","Control",3,7,1.8,2.5,"R","15-Oct-18",9,5,0.0136,0.66161941284601,1,2,0,1.9,4
"388",388,"POSE","HECO","Feedback",3,7,1.8,2.5,"R","18-Oct-18",13,5,NA,NA,0,0,0,NA,8
"389",389,"POSE","HECO","Exclusion",3,7,1.8,2.5,"R","18-Oct-18",12,5,0.0162,0.0835663645854885,1,1,0,1.8,7
"390",390,"POSE","HECO","Control",3,7,1.8,2.5,"R","18-Oct-18",10,4,0.0219,0.0113097335529233,1,2,0,8.3,6
"391",391,"POSE","PSSP","Feedback",3,7,3.9,1,"L","17-Oct-18",11,4,0.0668,0.0406836248639878,1,4,0,18,7
"392",392,"POSE","PSSP","Exclusion",3,7,3.9,1,"L","17-Oct-18",12,8,0.1916,0.122522113490002,1,5,0,24.7,4
"393",393,"POSE","PSSP","Control",3,7,3.9,1,"L","17-Oct-18",9,5,0.0444,0.0314159265358979,1,3,0,17.9,4
"394",394,"POSE","POSE","Feedback",3,7,3.9,1,"L","16-Oct-18",14,9,0.0656,0.367095101571967,1,6,0,5.6,5
"395",395,"POSE","POSE","Exclusion",3,7,3.9,1,"L","16-Oct-18",10,5,0.1906,0.90163709158027,1,4,0,5.3,5
